model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,production_score,ranking_score
40,Nathan Lukes,Toronto Blue Jays,Kansas City Royals,Seth Lugo,5,Kauffman Stadium,168,8.7,Excellent,7.7,8.0,7.8,8.0,8.6,5.4,6.0,96.98,5.3437906,59.0,3.5,5.0,2.5,3.4,Ballpark + Pitch-type matchup,False,0.6666666666666667,0.6666666666666667
41,Fernando Tatis Jr.,San Diego Padres,New York Yankees,Carlos Rodón,1,Petco Park,105,8.7,Excellent,7.0,9.0,3.9,9.0,5.7,6.6,10.0,81.86,5.9651616,286.0,9.0,9.7,10.0,9.5,Lineup context + Pitch-type matchup,False,0.663611111111111,0.663611111111111
42,Matt Olson,Atlanta Braves,Philadelphia Phillies,Zack Wheeler,3,Citizens Bank Park,115,8.6,Excellent,7.6,6.2,6.9,6.2,6.2,6.6,8.0,79.7,6.027298699999999,358.0,3.5,7.8,6.8,6.5,Lineup context + Hitter skill,False,0.6552777777777776,0.6552777777777776
43,Samuel Basallo,Baltimore Orioles,Boston Red Sox,Sonny Gray,5,Oriole Park at Camden Yards,110,8.6,Excellent,8.5,5.5,6.3,5.5,6.0,6.5,6.0,78.98,3.4175405,343.0,3.5,9.4,6.4,6.6,Hitter skill + Weather,False,0.6495833333333334,0.6495833333333334
44,Lars Nootbaar,Arizona Diamondbacks,Houston Astros,Ethan Pecko,1,Daikin Park,111,8.6,Excellent,4.6,5.7,9.0,5.7,6.0,5.5,10.0,,,,8.5,9.3,8.2,8.3,Lineup context + Pitcher vulnerability,False,0.6495833333333334,0.6495833333333334
45,Konnor Griffin,Pittsburgh Pirates,Los Angeles Angels,Yusei Kikuchi,1,PNC Park,74,8.5,Strong,3.1,9.6,9.9,9.6,4.3,6.5,10.0,76.64,3.6039518,360.0,3.5,5.1,8.8,6.9,Lineup context + Pitcher vulnerability,False,0.6440277777777778,0.6440277777777778
46,Josh Lowe,Los Angeles Angels,Pittsburgh Pirates,Braxton Ashcraft,7,PNC Park,74,8.5,Strong,9.6,3.9,8.1,3.9,4.3,6.5,4.0,76.64,3.6039518,360.0,3.5,2.0,4.5,4.9,Hitter skill + Pitcher vulnerability,False,0.6431944444444444,0.6431944444444444
47,Tristan Peters,Chicago White Sox,Minnesota Twins,Taj Bradley,8,Rate Field,69,8.5,Strong,8.3,7.9,5.7,7.9,4.1,5.5,3.0,,,,3.5,6.8,9.9,7.8,Hitter skill + Pitch-type matchup,False,0.6422222222222222,0.6422222222222222
48,Brooks Lee,Minnesota Twins,Chicago White Sox,Anthony Kay,7,Rate Field,69,8.4,Strong,8.1,9.1,5.4,9.1,4.1,5.5,4.0,,,,3.5,6.4,8.5,6.4,Pitch-type matchup + Hitter skill,False,0.6394444444444445,0.6394444444444445
49,Shay Whitcomb,San Francisco Giants,New York Mets,Zac Thornton,7,Citi Field,101,8.4,Strong,9.8,8.3,4.2,8.3,5.5,6.6,4.0,78.44,5.592339,355.0,3.5,8.5,3.3,2.6,Hitter skill + Pitch-type matchup,False,0.6345833333333334,0.6345833333333334
50,William Contreras,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,3,Great American Ball Park,81,8.4,Strong,8.7,3.3,6.6,3.3,4.6,6.0,8.0,85.46000000000001,7.7050004,344.0,3.5,7.1,7.7,8.8,Hitter skill + Lineup context,False,0.6334722222222222,0.6334722222222222
51,Manny Machado,San Diego Padres,New York Yankees,Carlos Rodón,3,Petco Park,105,8.3,Strong,9.1,8.9,3.9,8.9,5.7,6.6,8.0,81.86,5.9651616,286.0,3.5,1.9,7.3,4.5,Hitter skill + Pitch-type matchup,False,0.6333333333333332,0.6333333333333332
52,Junior Caminero,Tampa Bay Rays,Texas Rangers,Jacob deGrom,3,Globe Life Field,94,8.3,Strong,9.9,9.1,1.5,9.1,5.2,5.3,8.0,98.6,2.7961695,157.0,3.5,6.0,8.7,9.8,Hitter skill + Pitch-type matchup,False,0.6316666666666666,0.6316666666666666
53,Heriberto Hernández,Miami Marlins,Chicago Cubs,Javier Assad,2,loanDepot park,135,8.3,Strong,3.2,8.8,8.7,8.8,7.1,6.5,9.0,84.91999999999999,4.4738712000000005,251.0,7.2,9.2,4.1,8.6,Lineup context + Pitch-type matchup,False,0.6306944444444443,0.6306944444444443
54,Nolan Arenado,Arizona Diamondbacks,Houston Astros,Ethan Pecko,6,Daikin Park,111,8.2,Strong,8.2,4.1,9.0,4.1,6.0,5.5,5.0,,,,3.5,1.9,3.6,4.6,Pitcher vulnerability + Hitter skill,False,0.6288888888888889,0.6288888888888889
55,James Wood,Washington Nationals,Los Angeles Dodgers,Tyler Glasnow,1,UNIQLO Field at Dodger Stadium,124,8.2,Strong,9.6,9.3,1.2,9.3,6.6,5.5,10.0,,,,3.5,6.5,6.1,9.9,Lineup context + Hitter skill,False,0.6283333333333333,0.6283333333333333
56,Zach Neto,Los Angeles Angels,Pittsburgh Pirates,Braxton Ashcraft,1,PNC Park,74,8.2,Strong,5.4,5.6,8.1,5.6,4.3,6.5,10.0,76.64,3.6039518,360.0,6.6,6.5,8.7,8.2,Lineup context + Pitcher vulnerability,False,0.6277777777777778,0.6277777777777778
57,Riley Greene,Detroit Tigers,Cleveland Guardians,Parker Messick,3,Progressive Field,60,8.1,Strong,10.0,7.5,2.4,7.5,3.7,6.8,8.0,71.42,12.4895571,39.0,3.5,10.0,9.3,3.8,Hitter skill + Lineup context,False,0.6275000000000001,0.6275000000000001
58,Oneil Cruz,Pittsburgh Pirates,Los Angeles Angels,Yusei Kikuchi,4,PNC Park,74,8.1,Strong,5.8,5.5,9.9,5.5,4.3,6.5,7.0,76.64,3.6039518,360.0,3.5,8.6,2.1,4.6,Pitcher vulnerability + Lineup context,False,0.6261111111111112,0.6261111111111112
59,Cole Carrigg,Colorado Rockies,St. Louis Cardinals,Matthew Liberatore,5,Coors Field,207,8.1,Strong,6.2,5.3,8.4,5.3,10.0,5.3,6.0,93.92,3.9146373,270.0,8.4,5.1,3.6,3.1,Ballpark + Pitcher vulnerability,False,0.6197222222222223,0.6197222222222223
60,Eugenio Suárez,Cincinnati Reds,Milwaukee Brewers,Dustin May,6,Great American Ball Park,81,8.0,Strong,9.2,9.4,2.1,9.4,4.6,6.0,5.0,85.46000000000001,7.7050004,344.0,9.2,3.6,8.9,7.6,Pitch-type matchup + Hitter skill,False,0.6193055555555556,0.6193055555555556
61,Joe Mack,Miami Marlins,Chicago Cubs,Javier Assad,7,loanDepot park,135,8.0,Strong,5.5,8.5,8.7,8.5,7.1,6.5,4.0,84.91999999999999,4.4738712000000005,251.0,3.5,2.2,7.6,2.5,Pitcher vulnerability + Pitch-type matchup,False,0.6191666666666666,0.6191666666666666
62,Jeff McNeil,Athletics,Seattle Mariners,George Kirby,2,T-Mobile Park,37,8.0,Strong,7.1,3.7,7.2,3.7,2.7,5.5,9.0,,,,8.9,8.8,8.3,6.5,Lineup context + Recent power,False,0.6181944444444444,0.6181944444444444
63,Francisco Lindor,New York Mets,San Francisco Giants,Anthony Molina,1,Citi Field,101,7.9,Strong,5.7,8.9,4.5,8.9,5.5,6.6,10.0,78.44,5.592339,355.0,9.6,7.8,7.1,9.8,Lineup context + Recent power,False,0.6179166666666667,0.6179166666666667
64,Andrew Benintendi,Chicago White Sox,Minnesota Twins,Taj Bradley,4,Rate Field,69,7.9,Strong,6.8,8.2,5.7,8.2,4.1,5.5,7.0,,,,3.5,8.3,6.7,8.7,Pitch-type matchup + Lineup context,False,0.6161111111111112,0.6161111111111112
65,Moisés Ballesteros,Los Angeles Angels,Pittsburgh Pirates,Braxton Ashcraft,5,PNC Park,74,7.9,Strong,8.3,2.1,8.1,2.1,4.3,6.5,6.0,76.64,3.6039518,360.0,7.6,5.5,6.2,3.8,Hitter skill + Pitcher vulnerability,False,0.6151388888888889,0.6151388888888889
66,Wade Meckler,Los Angeles Angels,Pittsburgh Pirates,Braxton Ashcraft,3,PNC Park,74,7.8,Strong,9.5,1.4,8.1,1.4,4.3,6.5,8.0,76.64,3.6039518,360.0,3.5,1.4,4.8,3.9,Hitter skill + Pitcher vulnerability,False,0.6149999999999999,0.6149999999999999
67,Joc Pederson,Texas Rangers,Tampa Bay Rays,Drew Rasmussen,1,Globe Life Field,94,7.8,Strong,8.6,9.7,1.8,9.7,5.2,5.3,10.0,98.6,2.7961695,157.0,8.9,4.2,5.0,7.6,Lineup context + Pitch-type matchup,False,0.6081944444444444,0.6081944444444444
68,Angel Martínez,Cleveland Guardians,Detroit Tigers,Framber Valdez,2,Progressive Field,60,7.8,Strong,7.2,8.9,3.6,8.9,3.7,6.8,9.0,71.42,12.4895571,39.0,9.7,5.5,6.5,5.2,Recent power + Lineup context,False,0.5976388888888889,0.5976388888888889
69,Jordan Walker,St. Louis Cardinals,Colorado Rockies,Mason Adams,4,Coors Field,207,7.7,Strong,1.4,7.8,9.3,7.8,10.0,5.3,7.0,93.92,3.9146373,270.0,6.3,9.7,9.7,9.2,Ballpark + Pitcher vulnerability,False,0.5931944444444444,0.5931944444444444
70,Alec Bohm,Philadelphia Phillies,Atlanta Braves,Martín Pérez,5,Citizens Bank Park,115,7.7,Strong,8.1,7.2,3.0,7.2,6.2,6.6,6.0,79.7,6.027298699999999,358.0,6.6,9.3,8.0,4.5,Hitter skill + Pitch-type matchup,False,0.585,0.585
71,Osleivis Basabe,San Francisco Giants,New York Mets,Zac Thornton,4,Citi Field,101,7.7,Strong,8.5,6.7,4.2,6.7,5.5,6.6,7.0,78.44,5.592339,355.0,8.4,4.0,3.5,2.6,Hitter skill + Recent power,False,0.58375,0.58375
72,Owen Caissie,Miami Marlins,Chicago Cubs,Javier Assad,6,loanDepot park,135,7.6,Strong,5.1,6.8,8.7,6.8,7.1,6.5,5.0,84.91999999999999,4.4738712000000005,251.0,3.5,3.9,4.7,3.5,Pitcher vulnerability + Ballpark,False,0.5822222222222222,0.5822222222222222
73,Dylan Beavers,Baltimore Orioles,Boston Red Sox,Sonny Gray,8,Oriole Park at Camden Yards,110,7.6,Strong,7.3,6.1,6.3,6.1,6.0,6.5,3.0,78.98,3.4175405,343.0,3.5,8.2,5.2,4.0,Hitter skill + Weather,False,0.5820833333333333,0.5820833333333333
74,Tyler Stephenson,Cincinnati Reds,Milwaukee Brewers,Dustin May,5,Great American Ball Park,81,7.6,Strong,8.8,7.7,2.1,7.7,4.6,6.0,6.0,85.46000000000001,7.7050004,344.0,7.2,9.9,7.7,4.1,Hitter skill + Pitch-type matchup,False,0.5815277777777779,0.5815277777777779
75,Geraldo Perdomo,Arizona Diamondbacks,Houston Astros,Ethan Pecko,2,Daikin Park,111,7.5,Strong,6.7,2.5,9.0,2.5,6.0,5.5,9.0,,,,3.5,1.4,5.4,4.7,Pitcher vulnerability + Lineup context,False,0.5802777777777777,0.5802777777777777
76,Tommy Edman,Los Angeles Dodgers,Washington Nationals,Cade Cavalli,1,UNIQLO Field at Dodger Stadium,124,7.5,Strong,7.5,2.9,7.5,2.9,6.6,5.5,10.0,,,,3.5,3.7,3.2,4.2,Lineup context + Hitter skill,False,0.5791666666666667,0.5791666666666667
77,Ian Happ,Chicago Cubs,Miami Marlins,Ryan Gusto,5,loanDepot park,135,7.5,Strong,8.4,6.4,4.8,6.4,7.1,6.5,6.0,84.91999999999999,4.4738712000000005,251.0,3.5,6.0,2.0,3.0,Hitter skill + Ballpark,False,0.5781944444444445,0.5781944444444445
78,Vinnie Pasquantino,Kansas City Royals,Toronto Blue Jays,Max Scherzer,5,Kauffman Stadium,168,7.4,Above average,4.5,6.8,6.0,6.8,8.6,5.4,6.0,96.98,5.3437906,59.0,7.2,8.5,9.9,9.7,Ballpark + Recent power,False,0.5770833333333334,0.5770833333333334
79,Jonathan Aranda,Tampa Bay Rays,Texas Rangers,Jacob deGrom,2,Globe Life Field,94,7.4,Above average,9.2,5.9,1.5,5.9,5.2,5.3,9.0,98.6,2.7961695,157.0,6.6,6.6,8.6,9.1,Hitter skill + Lineup context,False,0.5726388888888887,0.5726388888888887
80,Daylen Lile,Washington Nationals,Los Angeles Dodgers,Tyler Glasnow,2,UNIQLO Field at Dodger Stadium,124,7.4,Above average,9.0,5.0,1.2,5.0,6.6,5.5,9.0,,,,9.4,9.6,8.4,8.0,Recent power + Hitter skill,False,0.5702777777777777,0.5702777777777777
81,Brett Baty,New York Mets,San Francisco Giants,Anthony Molina,9,Citi Field,101,7.3,Above average,7.4,6.2,4.5,6.2,5.5,6.6,2.0,78.44,5.592339,355.0,3.5,9.4,8.6,8.7,Hitter skill + Weather,False,0.5680555555555555,0.5680555555555555
82,Bryan Torres,St. Louis Cardinals,Colorado Rockies,Mason Adams,1,Coors Field,207,7.3,Above average,4.8,5.0,9.3,5.0,10.0,5.3,10.0,93.92,3.9146373,270.0,3.5,1.4,1.5,2.3,Ballpark + Lineup context,False,0.5673611111111111,0.5673611111111111
83,Carter Jensen,Kansas City Royals,Toronto Blue Jays,Max Scherzer,1,Kauffman Stadium,168,7.3,Above average,3.8,7.3,6.0,7.3,8.6,5.4,10.0,96.98,5.3437906,59.0,9.8,8.2,4.3,8.9,Lineup context + Recent power,False,0.5672222222222223,0.5672222222222223
84,Hunter Feduccia,Los Angeles Dodgers,Washington Nationals,Cade Cavalli,6,UNIQLO Field at Dodger Stadium,124,7.2,Above average,6.6,3.1,7.5,3.1,6.6,5.5,5.0,,,,3.5,7.1,5.9,8.1,Pitcher vulnerability + Hitter skill,False,0.5663888888888889,0.5663888888888889
85,Enrique Hernández,Los Angeles Dodgers,Washington Nationals,Cade Cavalli,9,UNIQLO Field at Dodger Stadium,124,7.2,Above average,4.2,10.0,7.5,10.0,6.6,5.5,2.0,,,,3.5,3.3,5.3,7.9,Pitch-type matchup + Pitcher vulnerability,False,0.5655555555555555,0.5655555555555555
86,Jakob Marsee,Miami Marlins,Chicago Cubs,Javier Assad,5,loanDepot park,135,7.2,Above average,4.8,3.3,8.7,3.3,7.1,6.5,6.0,84.91999999999999,4.4738712000000005,251.0,8.2,5.6,5.8,7.0,Pitcher vulnerability + Recent power,False,0.5652777777777777,0.5652777777777777
87,Andrés Giménez,Toronto Blue Jays,Kansas City Royals,Seth Lugo,7,Kauffman Stadium,168,7.1,Above average,7.8,2.7,7.8,2.7,8.6,5.4,4.0,96.98,5.3437906,59.0,3.5,2.9,5.0,1.6,Ballpark + Hitter skill,False,0.5647222222222223,0.5647222222222223
88,Blaze Alexander,Baltimore Orioles,Boston Red Sox,Sonny Gray,2,Oriole Park at Camden Yards,110,7.1,Above average,5.0,7.6,6.3,7.6,6.0,6.5,9.0,78.98,3.4175405,343.0,3.5,3.3,9.1,5.1,Lineup context + Pitch-type matchup,False,0.5641666666666666,0.5641666666666666
89,Bo Bichette,New York Mets,San Francisco Giants,Anthony Molina,3,Citi Field,101,7.1,Above average,8.7,2.4,4.5,2.4,5.5,6.6,8.0,78.44,5.592339,355.0,7.2,7.0,6.0,5.5,Hitter skill + Lineup context,False,0.5626388888888888,0.5626388888888888
90,Josh Bell,Minnesota Twins,Chicago White Sox,Anthony Kay,4,Rate Field,69,7.0,Above average,6.8,6.3,5.4,6.3,4.1,5.5,7.0,,,,6.6,3.4,6.3,7.0,Lineup context + Hitter skill,False,0.5598611111111111,0.5598611111111111
91,Luke Keaschall,Minnesota Twins,Chicago White Sox,Anthony Kay,1,Rate Field,69,7.0,Above average,6.4,4.4,5.4,4.4,4.1,5.5,10.0,,,,6.1,5.6,9.5,8.9,Lineup context + Hitter skill,False,0.5598611111111111,0.5598611111111111
