model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,production_score,ranking_score
25,Gabriel Moreno,Arizona Diamondbacks,Kansas City Royals,Michael Wacha,3,Kauffman Stadium,168.0,9.2,,7.0,6.5,8.0,6.5,8.6,5.4,8.0,96.26,7.1457665,180.0,7.3,8.4,7.3,9.2,Ballpark + Pitcher vulnerability,False,0.7091666666666667,0.7091666666666667
26,Pete Crow-Armstrong,Chicago Cubs,Milwaukee Brewers,Jacob Misiorowski,1,American Family Field,88.0,9.2,,7.4,9.5,5.2,9.5,5.0,6.6,10.0,75.74000000000001,5.840887400000001,167.0,9.7,9.1,8.0,9.3,Lineup context + Recent power,False,0.7087500000000001,0.7087500000000001
27,Riley Greene,Detroit Tigers,Minnesota Twins,Dean Kremer,4,Comerica Park,100.0,9.1,,6.2,6.9,8.9,6.9,5.5,6.6,7.0,78.08,6.21371,187.0,9.7,9.9,8.5,5.6,Recent power + Pitcher vulnerability,False,0.7043055555555555,0.7043055555555555
28,Dylan Crews,Washington Nationals,San Diego Padres,Casey Mize,3,Petco Park,105.0,9.1,,5.5,9.5,8.6,9.5,5.7,5.5,8.0,94.1,8.015685900000001,307.0,7.3,5.8,8.4,8.8,Pitch-type matchup + Pitcher vulnerability,False,0.7023611111111111,0.7023611111111111
29,Juan Soto,New York Mets,Miami Marlins,Sandy Alcantara,2,loanDepot park,135.0,9.1,,9.9,9.0,3.0,9.0,7.1,6.5,9.0,84.02,3.106855,131.0,6.5,4.9,7.2,9.7,Hitter skill + Pitch-type matchup,False,0.6956944444444444,0.6956944444444444
30,Matt Olson,Atlanta Braves,Tampa Bay Rays,Freddy Peralta,3,Truist Park,100.0,9.0,Excellent,8.6,7.6,6.8,7.6,5.5,6.6,8.0,84.91999999999999,8.077823,94.0,3.7,6.0,5.7,5.8,Hitter skill + Lineup context,False,0.691111111111111,0.691111111111111
31,Zach Neto,Los Angeles Angels,Boston Red Sox,Patrick Sandoval,1,Fenway Park,92.0,9.0,Excellent,9.8,6.9,5.5,6.9,5.1,5.9,10.0,69.25999999999999,4.8466938,116.0,3.7,5.6,5.4,7.0,Lineup context + Hitter skill,False,0.6904166666666667,0.6904166666666667
32,Esmerlyn Valdez,Pittsburgh Pirates,Chicago White Sox,Sean Burke,5,Rate Field,69.0,9.0,Excellent,8.3,9.9,6.1,9.9,4.1,5.5,6.0,,,,7.7,5.2,2.5,8.5,Pitch-type matchup + Hitter skill,False,0.68625,0.68625
33,Elly De La Cruz,Cincinnati Reds,Los Angeles Dodgers,Tarik Skubal,2,UNIQLO Field at Dodger Stadium,124.0,8.9,,8.8,8.6,3.7,8.6,6.6,5.5,9.0,,,,9.7,9.1,5.3,9.6,Recent power + Lineup context,False,0.6859722222222222,0.6859722222222222
34,Brooks Lee,Minnesota Twins,Detroit Tigers,Drew Anderson,2,Comerica Park,100.0,8.9,,6.9,6.8,7.4,6.8,5.5,6.6,9.0,78.08,6.21371,187.0,6.9,8.0,8.6,7.3,Lineup context + Pitcher vulnerability,False,0.6833333333333333,0.6833333333333333
35,Travis Bazzana,Cleveland Guardians,Baltimore Orioles,Brandon Young,2,Oriole Park at Camden Yards,110.0,8.9,,8.2,4.3,7.7,4.3,6.0,6.5,9.0,77.36,4.2253228,148.0,8.7,4.4,8.3,5.6,Lineup context + Recent power,False,0.6797222222222222,0.6797222222222222
36,Francisco Lindor,New York Mets,Miami Marlins,Sandy Alcantara,1,loanDepot park,135.0,8.8,,9.3,8.5,3.0,8.5,7.1,6.5,10.0,84.02,3.106855,131.0,6.4,7.5,6.1,9.5,Lineup context + Hitter skill,False,0.6779166666666666,0.6779166666666666
37,Bryan Reynolds,Pittsburgh Pirates,Chicago White Sox,Sean Burke,3,Rate Field,69.0,8.8,,9.2,4.1,6.1,4.1,4.1,5.5,8.0,,,,7.7,9.1,8.7,9.3,Hitter skill + Lineup context,False,0.676111111111111,0.676111111111111
38,Brett Callahan,Detroit Tigers,Minnesota Twins,Dean Kremer,6,Comerica Park,100.0,8.8,,8.1,3.4,8.9,3.4,5.5,6.6,5.0,78.08,6.21371,187.0,3.7,8.1,9.0,6.6,Pitcher vulnerability + Hitter skill,False,0.6719444444444445,0.6719444444444445
39,Drake Baldwin,Atlanta Braves,Tampa Bay Rays,Freddy Peralta,4,Truist Park,100.0,8.7,,8.5,5.2,6.8,5.2,5.5,6.6,7.0,84.91999999999999,8.077823,94.0,3.7,8.3,7.2,8.8,Hitter skill + Lineup context,False,0.6705555555555556,0.6705555555555556
40,Daylen Lile,Washington Nationals,San Diego Padres,Casey Mize,6,Petco Park,105.0,8.7,,7.1,5.6,8.6,5.6,5.7,5.5,5.0,94.1,8.015685900000001,307.0,3.7,9.4,7.6,8.5,Pitcher vulnerability + Hitter skill,False,0.6694444444444444,0.6694444444444444
41,Jo Adell,Cleveland Guardians,Baltimore Orioles,Brandon Young,4,Oriole Park at Camden Yards,110.0,8.7,,7.4,6.7,7.7,6.7,6.0,6.5,7.0,77.36,4.2253228,148.0,3.7,3.6,7.5,8.2,Pitcher vulnerability + Hitter skill,False,0.6652777777777777,0.6652777777777777
42,Jared Serna,Miami Marlins,New York Mets,Sean Manaea,8,loanDepot park,135.0,8.6,,9.0,1.4,9.2,1.4,7.1,6.5,3.0,84.02,3.106855,131.0,3.7,1.5,10.0,10.0,Pitcher vulnerability + Hitter skill,False,0.6649999999999999,0.6649999999999999
43,Seiya Suzuki,Chicago Cubs,Milwaukee Brewers,Jacob Misiorowski,2,American Family Field,88.0,8.6,,9.9,8.0,5.2,8.0,5.0,6.6,9.0,75.74000000000001,5.840887400000001,167.0,3.7,4.2,1.8,3.0,Hitter skill + Lineup context,False,0.6640277777777778,0.6640277777777778
44,Dominic Canzone,Seattle Mariners,Texas Rangers,Cal Quantrill,2,T-Mobile Park,37.0,8.6,,8.7,8.7,5.8,8.7,2.7,6.7,9.0,70.52,8.947742400000001,348.0,3.7,6.4,3.5,4.2,Lineup context + Hitter skill,False,0.6613888888888888,0.6613888888888888
45,Oneil Cruz,Pittsburgh Pirates,Chicago White Sox,Sean Burke,4,Rate Field,69.0,8.5,,8.3,9.9,6.1,9.9,4.1,5.5,7.0,,,,3.7,8.3,1.7,2.7,Pitch-type matchup + Hitter skill,False,0.6605555555555556,0.6605555555555556
46,Konnor Griffin,Pittsburgh Pirates,Chicago White Sox,Sean Burke,1,Rate Field,69.0,8.5,,8.4,7.5,6.1,7.5,4.1,5.5,10.0,,,,3.7,4.2,8.1,4.6,Lineup context + Hitter skill,False,0.6580555555555556,0.6580555555555556
47,Hunter Goodman,Colorado Rockies,New York Yankees,Cam Schlittler,4,Yankee Stadium,117.0,8.5,,8.0,9.7,4.0,9.7,6.3,6.4,7.0,78.62,0.3106855,180.0,3.7,9.4,8.3,7.4,Pitch-type matchup + Hitter skill,False,0.6577777777777779,0.6577777777777779
48,Petey Halpin,Cleveland Guardians,Baltimore Orioles,Brandon Young,8,Oriole Park at Camden Yards,110.0,8.4,,7.9,9.8,7.7,9.8,6.0,6.5,3.0,77.36,4.2253228,148.0,3.7,3.1,1.4,1.2,Pitch-type matchup + Hitter skill,False,0.6547222222222222,0.6547222222222222
49,Cam Smith,Houston Astros,Philadelphia Phillies,Andrew Painter,9,Citizens Bank Park,115.0,8.4,,8.6,7.9,7.1,7.9,6.2,6.5,2.0,78.08,3.7903631,87.0,3.7,3.3,5.7,3.2,Hitter skill + Pitch-type matchup,False,0.652361111111111,0.652361111111111
50,Bobby Witt Jr.,Kansas City Royals,Arizona Diamondbacks,Corbin Burnes,2,Kauffman Stadium,168.0,8.4,,7.8,5.5,5.5,5.5,8.6,5.4,9.0,96.26,7.1457665,180.0,6.9,8.5,6.4,9.2,Lineup context + Ballpark,False,0.6502777777777778,0.6502777777777778
51,Yandy Díaz,Tampa Bay Rays,Atlanta Braves,AJ Smith-Shawver,1,Truist Park,100.0,8.3,,9.3,3.8,4.6,3.8,5.5,6.6,10.0,84.91999999999999,8.077823,94.0,3.7,9.6,9.4,9.0,Lineup context + Hitter skill,False,0.6448611111111112,0.6448611111111112
52,William Contreras,Milwaukee Brewers,Chicago Cubs,David Peterson,4,American Family Field,88.0,8.3,,6.6,5.4,8.3,5.4,5.0,6.6,7.0,75.74000000000001,5.840887400000001,167.0,6.6,5.5,6.6,8.0,Pitcher vulnerability + Lineup context,False,0.6440277777777779,0.6440277777777779
53,Josh Smith,Toronto Blue Jays,Athletics,Jack Perkins,5,Sutter Health Park,100.0,8.3,,4.4,9.1,9.9,9.1,5.5,5.3,6.0,94.64,2.9825808,22.0,9.9,7.7,2.1,1.2,Pitcher vulnerability + Recent power,False,0.6426388888888889,0.6426388888888889
54,Daulton Varsho,Houston Astros,Philadelphia Phillies,Andrew Painter,5,Citizens Bank Park,115.0,8.2,,8.9,4.3,7.1,4.3,6.2,6.5,6.0,78.08,3.7903631,87.0,3.7,6.8,5.6,4.0,Hitter skill + Pitcher vulnerability,False,0.6420833333333332,0.6420833333333332
55,Nolan Arenado,Arizona Diamondbacks,Kansas City Royals,Michael Wacha,5,Kauffman Stadium,168.0,8.2,,6.1,8.1,8.0,8.1,8.6,5.4,6.0,96.26,7.1457665,180.0,7.7,2.3,4.0,5.2,Ballpark + Pitch-type matchup,False,0.6405555555555557,0.6405555555555557
56,Ronald Acuña Jr.,Atlanta Braves,Tampa Bay Rays,Freddy Peralta,2,Truist Park,100.0,8.2,,5.7,7.4,6.8,7.4,5.5,6.6,9.0,84.91999999999999,8.077823,94.0,9.7,7.2,6.2,8.6,Recent power + Lineup context,False,0.6404166666666666,0.6404166666666666
57,Yainer Diaz,Houston Astros,Philadelphia Phillies,Andrew Painter,6,Citizens Bank Park,115.0,8.1,,5.7,8.6,7.1,8.6,6.2,6.5,5.0,78.08,3.7903631,87.0,8.8,6.6,7.6,5.5,Recent power + Pitch-type matchup,False,0.6365277777777778,0.6365277777777778
58,Javier Sanoja,Miami Marlins,New York Mets,Sean Manaea,4,loanDepot park,135.0,8.1,,5.6,4.8,9.2,4.8,7.1,6.5,7.0,84.02,3.106855,131.0,7.7,2.7,9.2,6.9,Pitcher vulnerability + Recent power,False,0.6359722222222222,0.6359722222222222
59,CJ Abrams,Washington Nationals,San Diego Padres,Casey Mize,4,Petco Park,105.0,8.1,,7.5,5.3,8.6,5.3,5.7,5.5,7.0,94.1,8.015685900000001,307.0,6.9,4.7,1.6,3.2,Pitcher vulnerability + Hitter skill,False,0.6355555555555555,0.6355555555555555
60,Coby Mayo,Baltimore Orioles,Cleveland Guardians,Tanner Bibee,4,Oriole Park at Camden Yards,110.0,8.0,Strong,5.8,9.1,6.4,9.1,6.0,6.5,7.0,77.36,4.2253228,148.0,9.6,9.2,5.3,3.3,Recent power + Pitch-type matchup,False,0.6341666666666668,0.6341666666666668
61,José Ramírez,Cleveland Guardians,Baltimore Orioles,Brandon Young,3,Oriole Park at Camden Yards,110.0,8.0,Strong,7.6,5.2,7.7,5.2,6.0,6.5,8.0,77.36,4.2253228,148.0,3.7,1.5,5.1,7.5,Lineup context + Pitcher vulnerability,False,0.6308333333333332,0.6308333333333332
62,Blaze Alexander,Baltimore Orioles,Cleveland Guardians,Tanner Bibee,7,Oriole Park at Camden Yards,110.0,8.0,Strong,8.5,5.6,6.4,5.6,6.0,6.5,4.0,77.36,4.2253228,148.0,3.7,3.2,8.5,7.2,Hitter skill + Weather,False,0.6291666666666668,0.6291666666666668
63,Christian Walker,Houston Astros,Philadelphia Phillies,Andrew Painter,7,Citizens Bank Park,115.0,7.9,,9.2,4.5,7.1,4.5,6.2,6.5,4.0,78.08,3.7903631,87.0,3.7,2.3,5.0,5.3,Hitter skill + Pitcher vulnerability,False,0.6284722222222222,0.6284722222222222
64,Ozzie Albies,Atlanta Braves,Tampa Bay Rays,Freddy Peralta,6,Truist Park,100.0,7.9,,7.9,5.9,6.8,5.9,5.5,6.6,5.0,84.91999999999999,8.077823,94.0,3.7,1.5,9.5,7.5,Hitter skill + Pitcher vulnerability,False,0.6269444444444444,0.6269444444444444
65,Alex Bregman,Chicago Cubs,Milwaukee Brewers,Jacob Misiorowski,3,American Family Field,88.0,7.9,,7.6,7.8,5.2,7.8,5.0,6.6,8.0,75.74000000000001,5.840887400000001,167.0,3.7,9.0,8.6,2.8,Lineup context + Pitch-type matchup,False,0.6259722222222223,0.6259722222222223
66,Jakob Marsee,Miami Marlins,New York Mets,Sean Manaea,7,loanDepot park,135.0,7.8,,6.6,3.5,9.2,3.5,7.1,6.5,4.0,84.02,3.106855,131.0,3.7,5.7,6.8,8.9,Pitcher vulnerability + Ballpark,False,0.6251388888888889,0.6251388888888889
67,Salvador Perez,Kansas City Royals,Arizona Diamondbacks,Corbin Burnes,4,Kauffman Stadium,168.0,7.8,,7.1,5.5,5.5,5.5,8.6,5.4,7.0,96.26,7.1457665,180.0,7.3,9.4,8.6,7.2,Ballpark + Recent power,False,0.6220833333333334,0.6220833333333334
68,Wilyer Abreu,Boston Red Sox,Los Angeles Angels,Reid Detmers,3,Fenway Park,92.0,7.8,,8.3,8.4,4.3,8.4,5.1,5.9,8.0,69.25999999999999,4.8466938,116.0,3.7,4.5,7.2,6.5,Pitch-type matchup + Hitter skill,False,0.6218055555555556,0.6218055555555556
69,Ty France,San Diego Padres,Washington Nationals,Riley Cornelio,4,Petco Park,105.0,7.7,,9.1,9.7,2.1,9.7,5.7,5.5,7.0,94.1,8.015685900000001,307.0,8.0,5.3,6.1,6.2,Pitch-type matchup + Hitter skill,False,0.6199999999999999,0.6199999999999999
70,Jackson Merrill,San Diego Padres,Washington Nationals,Riley Cornelio,5,Petco Park,105.0,7.7,,8.9,8.5,2.1,8.5,5.7,5.5,6.0,94.1,8.015685900000001,307.0,3.7,9.3,9.5,9.4,Hitter skill + Pitch-type matchup,False,0.6140277777777777,0.6140277777777777
71,Richie Palacios,Tampa Bay Rays,Atlanta Braves,AJ Smith-Shawver,8,Truist Park,100.0,7.7,,9.5,4.8,4.6,4.8,5.5,6.6,3.0,84.91999999999999,8.077823,94.0,10.0,6.4,7.1,4.2,Recent power + Hitter skill,False,0.6126388888888888,0.6126388888888888
72,Harry Ford,Washington Nationals,San Diego Padres,Casey Mize,9,Petco Park,105.0,7.6,,8.4,2.8,8.6,2.8,5.7,5.5,2.0,94.1,8.015685900000001,307.0,3.7,8.8,3.5,3.5,Pitcher vulnerability + Hitter skill,False,0.6090277777777777,0.6090277777777777
73,Joc Pederson,Texas Rangers,Seattle Mariners,Bryce Miller,1,T-Mobile Park,37.0,7.6,,2.6,8.8,9.6,8.8,2.7,6.7,10.0,70.52,8.947742400000001,348.0,9.4,5.4,4.1,8.0,Lineup context + Pitcher vulnerability,False,0.60875,0.60875
74,Jake McCarthy,Colorado Rockies,New York Yankees,Cam Schlittler,1,Yankee Stadium,117.0,7.6,,7.2,8.1,4.0,8.1,6.3,6.4,10.0,78.62,0.3106855,180.0,7.3,8.0,6.6,3.9,Lineup context + Pitch-type matchup,False,0.6086111111111112,0.6086111111111112
75,Jose Siri,Los Angeles Angels,Boston Red Sox,Patrick Sandoval,3,Fenway Park,92.0,7.5,,6.7,6.5,5.5,6.5,5.1,5.9,8.0,69.25999999999999,4.8466938,116.0,3.7,9.8,8.7,8.2,Lineup context + Hitter skill,False,0.6055555555555555,0.6055555555555555
76,Jose Altuve,Houston Astros,Philadelphia Phillies,Andrew Painter,4,Citizens Bank Park,115.0,7.5,,5.8,7.9,7.1,7.9,6.2,6.5,7.0,78.08,3.7903631,87.0,7.3,2.5,6.7,3.6,Pitch-type matchup + Recent power,False,0.6043055555555555,0.6043055555555555
77,Isaac Paredes,Houston Astros,Philadelphia Phillies,Andrew Painter,3,Citizens Bank Park,115.0,7.5,,7.7,4.7,7.1,4.7,6.2,6.5,8.0,78.08,3.7903631,87.0,3.7,1.5,4.8,6.3,Lineup context + Hitter skill,False,0.6040277777777777,0.6040277777777777
78,Patrick Bailey,Cleveland Guardians,Baltimore Orioles,Brandon Young,7,Oriole Park at Camden Yards,110.0,7.4,,6.9,5.5,7.7,5.5,6.0,6.5,4.0,77.36,4.2253228,148.0,3.7,4.6,5.5,7.1,Pitcher vulnerability + Hitter skill,False,0.6031944444444445,0.6031944444444445
79,Abimelec Ortiz,Washington Nationals,San Diego Padres,Casey Mize,2,Petco Park,105.0,7.4,,4.8,6.3,8.6,6.3,5.7,5.5,9.0,94.1,8.015685900000001,307.0,3.7,3.5,8.3,7.8,Lineup context + Pitcher vulnerability,False,0.6020833333333332,0.6020833333333332
80,Ezequiel Duran,Texas Rangers,Seattle Mariners,Bryce Miller,3,T-Mobile Park,37.0,7.4,,3.7,6.0,9.6,6.0,2.7,6.7,8.0,70.52,8.947742400000001,348.0,9.3,6.2,7.0,7.7,Pitcher vulnerability + Recent power,False,0.6013888888888889,0.6013888888888889
81,Brett Baty,New York Mets,Miami Marlins,Sandy Alcantara,8,loanDepot park,135.0,7.3,,9.7,3.7,3.0,3.7,7.1,6.5,3.0,84.02,3.106855,131.0,8.8,9.6,8.1,8.7,Hitter skill + Recent power,False,0.5961111111111109,0.5961111111111109
82,Julio Rodríguez,Seattle Mariners,Texas Rangers,Cal Quantrill,3,T-Mobile Park,37.0,7.3,,6.7,7.6,5.8,7.6,2.7,6.7,8.0,70.52,8.947742400000001,348.0,3.7,7.7,5.4,6.7,Lineup context + Pitch-type matchup,False,0.5945833333333332,0.5945833333333332
83,Hao-Yu Lee,Detroit Tigers,Minnesota Twins,Dean Kremer,8,Comerica Park,100.0,7.3,,3.8,9.8,8.9,9.8,5.5,6.6,3.0,78.08,6.21371,187.0,3.7,6.5,4.4,4.9,Pitch-type matchup + Pitcher vulnerability,False,0.5912499999999999,0.5912499999999999
84,Randy Arozarena,Seattle Mariners,Texas Rangers,Cal Quantrill,1,T-Mobile Park,37.0,7.2,,6.5,8.7,5.8,8.7,2.7,6.7,10.0,70.52,8.947742400000001,348.0,3.7,6.1,2.1,5.3,Lineup context + Pitch-type matchup,False,0.591111111111111,0.591111111111111
85,Mike Trout,Los Angeles Angels,Boston Red Sox,Patrick Sandoval,2,Fenway Park,92.0,7.2,,9.1,4.3,5.5,4.3,5.1,5.9,9.0,69.25999999999999,4.8466938,116.0,3.7,5.2,1.9,4.1,Hitter skill + Lineup context,False,0.5898611111111111,0.5898611111111111
86,Jackson Holliday,Baltimore Orioles,Cleveland Guardians,Tanner Bibee,1,Oriole Park at Camden Yards,110.0,7.2,,7.6,4.2,6.4,4.2,6.0,6.5,10.0,77.36,4.2253228,148.0,3.7,5.4,6.3,2.3,Lineup context + Hitter skill,False,0.58875,0.58875
87,Esteury Ruiz,Miami Marlins,New York Mets,Sean Manaea,5,loanDepot park,135.0,7.1,,3.5,7.8,9.2,7.8,7.1,6.5,6.0,84.02,3.106855,131.0,3.7,9.6,6.3,1.0,Pitcher vulnerability + Pitch-type matchup,False,0.5858333333333333,0.5858333333333333
88,Nathan Lukes,Toronto Blue Jays,Athletics,Jack Perkins,2,Sutter Health Park,100.0,7.1,,2.5,8.8,9.9,8.8,5.5,5.3,9.0,94.64,2.9825808,22.0,3.7,5.9,4.3,5.7,Pitcher vulnerability + Lineup context,False,0.5855555555555555,0.5855555555555555
89,Joey Ortiz,Milwaukee Brewers,Chicago Cubs,David Peterson,7,American Family Field,88.0,7.1,,5.2,5.7,8.3,5.7,5.0,6.6,4.0,75.74000000000001,5.840887400000001,167.0,3.7,2.8,9.7,8.7,Pitcher vulnerability + Weather,False,0.5781944444444445,0.5781944444444445
90,Ildemaro Vargas,Arizona Diamondbacks,Kansas City Royals,Michael Wacha,8,Kauffman Stadium,168.0,7.0,Above average,8.0,2.6,8.0,2.6,8.6,5.4,3.0,96.26,7.1457665,180.0,3.7,3.7,5.2,2.4,Ballpark + Hitter skill,False,0.5780555555555557,0.5780555555555557
