model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,production_score,ranking_score
15,Jac Caglianone,Kansas City Royals,Toronto Blue Jays,Jameson Taillon,3,Kauffman Stadium,168,9.6,Elite,4.9,7.9,9.9,7.9,8.6,5.5,8.0,96.98,8.2642343,177.0,3.8,9.5,9.9,9.6,Pitcher vulnerability + Ballpark,False,0.7183333333333334,0.7183333333333334
16,Kevin McGonigle,Detroit Tigers,Cleveland Guardians,Logan Allen,2,Progressive Field,60,9.5,Elite,7.9,5.3,9.6,5.3,3.7,6.6,9.0,73.75999999999999,7.3943149,195.0,3.8,7.7,5.9,6.1,Pitcher vulnerability + Lineup context,False,0.7123611111111111,0.7123611111111111
17,Miguel Vargas,Chicago White Sox,Minnesota Twins,Zebby Matthews,2,Rate Field,69,9.5,Elite,9.6,6.6,7.3,6.6,4.1,5.5,9.0,,,,3.8,7.6,2.8,4.8,Hitter skill + Lineup context,False,0.7041666666666666,0.7041666666666666
18,Kazuma Okamoto,Toronto Blue Jays,Kansas City Royals,Daniel Lynch IV,5,Kauffman Stadium,168,9.5,Elite,7.7,8.2,6.2,8.2,8.6,5.5,6.0,96.98,8.2642343,177.0,9.5,8.9,5.3,9.1,Recent power + Ballpark,False,0.7027777777777778,0.7027777777777778
19,Junior Caminero,Tampa Bay Rays,Texas Rangers,Trevor Williams,3,Globe Life Field,94,9.4,Excellent,6.5,9.0,7.6,9.0,5.2,5.5,8.0,96.62,7.456452,167.0,7.0,6.4,8.0,9.9,Pitch-type matchup + Lineup context,False,0.7009722222222222,0.7009722222222222
20,Eugenio Suárez,Cincinnati Reds,Milwaukee Brewers,Shane Drohan,5,Great American Ball Park,81,9.4,Excellent,9.5,8.9,4.2,8.9,4.6,5.4,6.0,94.82,4.349597,291.0,9.3,6.6,9.0,8.3,Hitter skill + Recent power,False,0.6977777777777778,0.6977777777777778
21,Mark Vientos,New York Mets,San Francisco Giants,Matt Wilkinson,4,Citi Field,101,9.4,Excellent,9.5,10.0,3.4,10.0,5.5,6.5,7.0,78.98,3.9146373,297.0,9.4,6.2,6.1,8.0,Pitch-type matchup + Hitter skill,False,0.6959722222222222,0.6959722222222222
22,Isaac Paredes,Houston Astros,Arizona Diamondbacks,Merrill Kelly,3,Daikin Park,111,9.3,Excellent,8.4,6.3,8.2,6.3,6.0,5.5,8.0,,,,7.4,2.8,5.1,5.2,Hitter skill + Pitcher vulnerability,False,0.6954166666666667,0.6954166666666667
23,Yordan Alvarez,Houston Astros,Arizona Diamondbacks,Merrill Kelly,2,Daikin Park,111,9.3,Excellent,6.1,8.8,8.2,8.8,6.0,5.5,9.0,,,,3.8,5.0,9.7,8.8,Lineup context + Pitch-type matchup,False,0.6943055555555555,0.6943055555555555
24,Brooks Lee,Minnesota Twins,Chicago White Sox,Erick Fedde,2,Rate Field,69,9.3,Excellent,9.7,8.1,5.4,8.1,4.1,5.5,9.0,,,,3.8,5.2,8.0,5.4,Hitter skill + Lineup context,False,0.6938888888888889,0.6938888888888889
25,Roman Anthony,Boston Red Sox,Baltimore Orioles,Shane Baz,1,Oriole Park at Camden Yards,110,9.2,Excellent,8.8,9.9,2.3,9.9,6.0,6.5,10.0,83.12,3.4175405,279.0,8.8,9.4,9.9,9.7,Lineup context + Pitch-type matchup,False,0.6936111111111112,0.6936111111111112
26,Riley Greene,Detroit Tigers,Cleveland Guardians,Logan Allen,5,Progressive Field,60,9.2,Excellent,5.5,8.8,9.6,8.8,3.7,6.6,6.0,73.75999999999999,7.3943149,195.0,3.8,10.0,9.5,4.9,Pitcher vulnerability + Pitch-type matchup,False,0.6936111111111111,0.6936111111111111
27,Gabriel Moreno,Arizona Diamondbacks,Houston Astros,Cristian Javier,3,Daikin Park,111,9.2,Excellent,8.9,5.7,6.8,5.7,6.0,5.5,8.0,,,,3.8,7.6,6.9,8.5,Hitter skill + Lineup context,False,0.6894444444444444,0.6894444444444444
28,Ronald Acuña Jr.,Atlanta Braves,Philadelphia Phillies,Cristopher Sánchez,1,Citizens Bank Park,115,9.2,Excellent,7.8,9.8,5.1,9.8,6.2,6.5,10.0,81.5,2.8583066,315.0,6.8,6.9,4.2,7.8,Lineup context + Pitch-type matchup,False,0.6870833333333333,0.6870833333333333
29,Francisco Lindor,New York Mets,San Francisco Giants,Matt Wilkinson,1,Citi Field,101,9.1,Excellent,9.5,8.1,3.4,8.1,5.5,6.5,10.0,78.98,3.9146373,297.0,8.9,7.3,5.5,8.6,Lineup context + Hitter skill,False,0.6834722222222223,0.6834722222222223
30,William Contreras,Milwaukee Brewers,Cincinnati Reds,Rhett Lowder,5,Great American Ball Park,81,9.1,Excellent,8.2,5.1,7.9,5.1,4.6,5.4,6.0,94.82,4.349597,291.0,7.4,7.3,7.2,8.5,Hitter skill + Pitcher vulnerability,False,0.6822222222222222,0.6822222222222222
31,Jacob Gonzalez,Pittsburgh Pirates,Los Angeles Angels,Ryan Johnson,8,PNC Park,74,9.1,Excellent,7.9,7.9,8.5,7.9,4.3,6.5,3.0,78.8,2.7340324000000003,289.0,3.8,5.8,6.4,4.2,Pitcher vulnerability + Hitter skill,False,0.6808333333333333,0.6808333333333333
32,Yandy Díaz,Tampa Bay Rays,Texas Rangers,Trevor Williams,1,Globe Life Field,94,9.0,Excellent,5.6,9.1,7.6,9.1,5.2,5.5,10.0,96.62,7.456452,167.0,6.8,7.5,7.9,8.2,Lineup context + Pitch-type matchup,False,0.68,0.68
33,Salvador Perez,Kansas City Royals,Toronto Blue Jays,Jameson Taillon,4,Kauffman Stadium,168,9.0,Excellent,5.2,6.5,9.9,6.5,8.6,5.5,7.0,96.98,8.2642343,177.0,7.0,9.1,7.4,4.6,Pitcher vulnerability + Ballpark,False,0.6798611111111111,0.6798611111111111
34,Nick Loftin,Kansas City Royals,Toronto Blue Jays,Jameson Taillon,6,Kauffman Stadium,168,9.0,Excellent,7.3,5.5,9.9,5.5,8.6,5.5,5.0,96.98,8.2642343,177.0,7.8,3.1,1.4,5.6,Pitcher vulnerability + Ballpark,False,0.6795833333333333,0.6795833333333333
35,Max Clark,Detroit Tigers,Cleveland Guardians,Logan Allen,8,Progressive Field,60,8.9,Excellent,7.1,8.1,9.6,8.1,3.7,6.6,3.0,73.75999999999999,7.3943149,195.0,3.8,1.5,9.1,4.2,Pitcher vulnerability + Pitch-type matchup,False,0.6786111111111109,0.6786111111111109
36,Yainer Diaz,Houston Astros,Arizona Diamondbacks,Merrill Kelly,8,Daikin Park,111,8.9,Excellent,8.5,6.6,8.2,6.6,6.0,5.5,3.0,,,,3.8,4.3,7.9,5.0,Hitter skill + Pitcher vulnerability,False,0.6780555555555555,0.6780555555555555
37,Luis Robert Jr.,Baltimore Orioles,Boston Red Sox,Ranger Suarez,3,Oriole Park at Camden Yards,110,8.9,Excellent,8.9,9.4,2.6,9.4,6.0,6.5,8.0,83.12,3.4175405,279.0,8.5,9.5,9.2,8.0,Pitch-type matchup + Hitter skill,False,0.6749999999999999,0.6749999999999999
38,Dillon Dingler,Detroit Tigers,Cleveland Guardians,Logan Allen,4,Progressive Field,60,8.8,Excellent,6.2,9.0,9.6,9.0,3.7,6.6,7.0,73.75999999999999,7.3943149,195.0,3.8,3.9,4.4,3.2,Pitcher vulnerability + Pitch-type matchup,False,0.6720833333333334,0.6720833333333334
39,Jordan Walker,St. Louis Cardinals,Colorado Rockies,Ryan Feltner,4,Coors Field,207,8.8,Excellent,6.4,7.0,6.5,7.0,10.0,5.5,7.0,,,,7.0,9.7,9.5,8.8,Ballpark + Pitch-type matchup,False,0.6702777777777779,0.6702777777777779
40,Otto Lopez,Miami Marlins,Chicago Cubs,Shota Imanaga,2,loanDepot park,135,8.8,Excellent,5.8,5.5,9.0,5.5,7.1,6.5,9.0,83.12,3.2311292000000003,112.0,7.4,7.3,7.5,6.7,Pitcher vulnerability + Lineup context,False,0.669861111111111,0.669861111111111
41,Richie Palacios,Tampa Bay Rays,Texas Rangers,Trevor Williams,8,Globe Life Field,94,8.7,Excellent,9.2,5.4,7.6,5.4,5.2,5.5,3.0,96.62,7.456452,167.0,8.0,1.5,8.1,3.7,Hitter skill + Recent power,False,0.6615277777777777,0.6615277777777777
42,Elias Díaz,Texas Rangers,Tampa Bay Rays,Nick Martinez,9,Globe Life Field,94,8.7,Excellent,8.7,2.6,8.8,2.6,5.2,5.5,2.0,96.62,7.456452,167.0,3.8,9.5,9.0,6.5,Pitcher vulnerability + Hitter skill,False,0.6572222222222222,0.6572222222222222
43,Austin Wells,New York Yankees,San Diego Padres,Walker Buehler,9,Petco Park,105,8.7,Excellent,7.4,9.4,7.1,9.4,5.7,5.5,2.0,,,,10.0,3.4,5.1,3.9,Recent power + Pitch-type matchup,False,0.6561111111111111,0.6561111111111111
44,Royce Lewis,Minnesota Twins,Chicago White Sox,Erick Fedde,7,Rate Field,69,8.7,Excellent,8.6,9.1,5.4,9.1,4.1,5.5,4.0,,,,7.0,6.9,5.5,5.3,Pitch-type matchup + Hitter skill,False,0.6556944444444446,0.6556944444444446
45,George Springer,Toronto Blue Jays,Kansas City Royals,Daniel Lynch IV,2,Kauffman Stadium,168,8.6,Excellent,7.5,7.2,6.2,7.2,8.6,5.5,9.0,96.98,8.2642343,177.0,7.8,5.5,3.3,5.5,Lineup context + Ballpark,False,0.6515277777777778,0.6515277777777778
46,Corbin Carroll,Arizona Diamondbacks,Houston Astros,Cristian Javier,2,Daikin Park,111,8.6,Excellent,8.1,4.6,6.8,4.6,6.0,5.5,9.0,,,,3.8,6.1,6.4,9.4,Lineup context + Hitter skill,False,0.6454166666666666,0.6454166666666666
47,Javier Sanoja,Miami Marlins,Chicago Cubs,Shota Imanaga,4,loanDepot park,135,8.6,Excellent,7.3,2.9,9.0,2.9,7.1,6.5,7.0,83.12,3.2311292000000003,112.0,7.4,2.3,8.3,5.2,Pitcher vulnerability + Recent power,False,0.6416666666666666,0.6416666666666666
48,Fernando Tatis Jr.,San Diego Padres,New York Yankees,Max Fried,1,Petco Park,105,8.5,Strong,8.7,6.4,2.8,6.4,5.7,5.5,10.0,,,,8.9,10.0,10.0,9.6,Lineup context + Recent power,False,0.6415277777777778,0.6415277777777778
49,Chase DeLauter,Cleveland Guardians,Detroit Tigers,Andrew Sears,2,Progressive Field,60,8.5,Strong,7.4,6.0,5.9,6.0,3.7,6.6,9.0,77.36,6.8972181,300.0,3.8,9.1,9.8,9.5,Lineup context + Hitter skill,False,0.6408333333333333,0.6408333333333333
50,Iván Herrera,St. Louis Cardinals,Colorado Rockies,Ryan Feltner,2,Coors Field,207,8.5,Strong,9.3,3.8,6.5,3.8,10.0,5.5,9.0,,,,3.8,2.1,3.8,4.9,Ballpark + Hitter skill,False,0.6397222222222223,0.6397222222222223
51,Jose Siri,Los Angeles Angels,Pittsburgh Pirates,Jared Jones,7,PNC Park,74,8.4,Strong,8.4,7.8,4.8,7.8,4.3,6.5,4.0,78.8,2.7340324000000003,289.0,3.8,9.7,8.7,7.8,Hitter skill + Pitch-type matchup,False,0.6394444444444445,0.6394444444444445
52,Sal Frelick,Milwaukee Brewers,Cincinnati Reds,Rhett Lowder,1,Great American Ball Park,81,8.4,Strong,9.1,4.0,7.9,4.0,4.6,5.4,10.0,94.82,4.349597,291.0,3.8,2.2,3.9,1.9,Lineup context + Hitter skill,False,0.6386111111111112,0.6386111111111112
53,Pete Crow-Armstrong,Chicago Cubs,Miami Marlins,Janson Junk,1,loanDepot park,135,8.4,Strong,6.5,9.4,3.7,9.4,7.1,6.5,10.0,83.12,3.2311292000000003,112.0,9.8,8.8,7.3,8.3,Lineup context + Recent power,False,0.6386111111111111,0.6386111111111111
54,Brandon Nimmo,Texas Rangers,Tampa Bay Rays,Nick Martinez,4,Globe Life Field,94,8.3,Strong,7.8,3.0,8.8,3.0,5.2,5.5,7.0,96.62,7.456452,167.0,3.8,5.0,6.5,7.9,Pitcher vulnerability + Hitter skill,False,0.6383333333333333,0.6383333333333333
55,Julio Rodríguez,Seattle Mariners,Athletics,Kade Morris,3,T-Mobile Park,37,8.3,Strong,7.0,4.7,9.3,4.7,2.7,5.5,8.0,,,,3.8,7.8,4.8,4.8,Pitcher vulnerability + Lineup context,False,0.6372222222222222,0.6372222222222222
56,Luis García Jr.,New York Yankees,San Diego Padres,Walker Buehler,3,Petco Park,105,8.3,Strong,5.2,9.8,7.1,9.8,5.7,5.5,8.0,,,,3.8,7.5,7.0,7.1,Pitch-type matchup + Lineup context,False,0.6352777777777777,0.6352777777777777
57,Griffin Conine,Miami Marlins,Chicago Cubs,Shota Imanaga,3,loanDepot park,135,8.2,Strong,5.9,6.8,9.0,6.8,7.1,6.5,8.0,83.12,3.2311292000000003,112.0,3.8,3.1,1.7,6.4,Pitcher vulnerability + Lineup context,False,0.6313888888888888,0.6313888888888888
58,Elly De La Cruz,Cincinnati Reds,Milwaukee Brewers,Shane Drohan,2,Great American Ball Park,81,8.2,Strong,8.3,8.3,4.2,8.3,4.6,5.4,9.0,94.82,4.349597,291.0,3.8,8.1,3.3,9.2,Lineup context + Hitter skill,False,0.6277777777777778,0.6277777777777778
59,Kody Clemens,Minnesota Twins,Chicago White Sox,Erick Fedde,3,Rate Field,69,8.2,Strong,6.0,8.0,5.4,8.0,4.1,5.5,8.0,,,,9.1,9.8,9.4,9.3,Recent power + Pitch-type matchup,False,0.6266666666666667,0.6266666666666667
60,Lars Nootbaar,Arizona Diamondbacks,Houston Astros,Cristian Javier,5,Daikin Park,111,8.1,Strong,5.7,6.9,6.8,6.9,6.0,5.5,6.0,,,,9.7,9.3,8.2,7.8,Recent power + Pitch-type matchup,False,0.6258333333333334,0.6258333333333334
61,Mickey Gasper,Boston Red Sox,Baltimore Orioles,Shane Baz,2,Oriole Park at Camden Yards,110,8.1,Strong,9.9,6.2,2.3,6.2,6.0,6.5,9.0,83.12,3.4175405,279.0,9.5,7.1,4.0,8.2,Hitter skill + Recent power,False,0.6255555555555555,0.6255555555555555
62,James Wood,Washington Nationals,Los Angeles Dodgers,Blake Snell,1,UNIQLO Field at Dodger Stadium,124,8.1,Strong,9.3,9.5,1.3,9.5,6.6,5.5,10.0,,,,3.8,5.8,6.7,9.9,Lineup context + Pitch-type matchup,False,0.6252777777777778,0.6252777777777778
63,Jeremy Peña,Houston Astros,Arizona Diamondbacks,Merrill Kelly,1,Daikin Park,111,8.1,Strong,5.0,7.5,8.2,7.5,6.0,5.5,10.0,,,,7.4,8.1,4.3,3.3,Lineup context + Pitcher vulnerability,False,0.6240277777777778,0.6240277777777778
64,Bryan Reynolds,Pittsburgh Pirates,Los Angeles Angels,Ryan Johnson,3,PNC Park,74,8.0,Strong,6.2,3.7,8.5,3.7,4.3,6.5,8.0,78.8,2.7340324000000003,289.0,3.8,9.0,8.8,8.7,Pitcher vulnerability + Lineup context,False,0.6240277777777777,0.6240277777777777
65,Joc Pederson,Texas Rangers,Tampa Bay Rays,Nick Martinez,1,Globe Life Field,94,8.0,Strong,3.1,9.7,8.8,9.7,5.2,5.5,10.0,96.62,7.456452,167.0,9.1,4.1,5.0,8.0,Lineup context + Pitch-type matchup,False,0.6225,0.6225
66,Matt Olson,Atlanta Braves,Philadelphia Phillies,Cristopher Sánchez,4,Citizens Bank Park,115,8.0,Strong,6.8,9.5,5.1,9.5,6.2,6.5,7.0,81.5,2.8583066,315.0,3.8,7.9,6.2,5.4,Pitch-type matchup + Lineup context,False,0.6220833333333332,0.6220833333333332
67,Jackson Merrill,San Diego Padres,New York Yankees,Max Fried,5,Petco Park,105,7.9,Strong,8.8,9.1,2.8,9.1,5.7,5.5,6.0,,,,3.8,8.8,8.2,6.1,Pitch-type matchup + Hitter skill,False,0.6193055555555556,0.6193055555555556
68,Alex Bregman,Chicago Cubs,Miami Marlins,Janson Junk,4,loanDepot park,135,7.9,Strong,6.8,8.9,3.7,8.9,7.1,6.5,7.0,83.12,3.2311292000000003,112.0,10.0,9.2,9.2,4.5,Recent power + Pitch-type matchup,False,0.6181944444444444,0.6181944444444444
69,Christian Walker,Houston Astros,Arizona Diamondbacks,Merrill Kelly,6,Daikin Park,111,7.9,Strong,8.3,3.8,8.2,3.8,6.0,5.5,5.0,,,,3.8,3.2,4.5,4.7,Hitter skill + Pitcher vulnerability,False,0.6158333333333335,0.6158333333333335
70,Trevor Larnach,Minnesota Twins,Chicago White Sox,Erick Fedde,6,Rate Field,69,7.8,Strong,6.4,9.5,5.4,9.5,4.1,5.5,5.0,,,,3.8,6.1,9.7,9.8,Pitch-type matchup + Hitter skill,False,0.6141666666666667,0.6141666666666667
71,Alejandro Kirk,Toronto Blue Jays,Kansas City Royals,Daniel Lynch IV,4,Kauffman Stadium,168,7.8,Strong,7.8,3.1,6.2,3.1,8.6,5.5,7.0,96.98,8.2642343,177.0,7.4,6.4,6.1,9.4,Ballpark + Hitter skill,False,0.6120833333333334,0.6120833333333334
72,Christian Encarnacion-Strand,Baltimore Orioles,Boston Red Sox,Ranger Suarez,6,Oriole Park at Camden Yards,110,7.8,Strong,8.2,8.4,2.6,8.4,6.0,6.5,5.0,83.12,3.4175405,279.0,8.6,9.9,8.1,7.0,Recent power + Pitch-type matchup,False,0.6116666666666667,0.6116666666666667
73,Michael Massey,Kansas City Royals,Toronto Blue Jays,Jameson Taillon,7,Kauffman Stadium,168,7.7,Strong,5.0,5.1,9.9,5.1,8.6,5.5,4.0,96.98,8.2642343,177.0,3.8,5.5,6.6,6.7,Pitcher vulnerability + Ballpark,False,0.6102777777777778,0.6102777777777778
74,Nolan Gorman,St. Louis Cardinals,Colorado Rockies,Ryan Feltner,7,Coors Field,207,7.7,Strong,6.3,7.6,6.5,7.6,10.0,5.5,4.0,,,,3.8,7.0,2.6,8.6,Ballpark + Pitch-type matchup,False,0.6061111111111112,0.6061111111111112
75,Dominic Canzone,Seattle Mariners,Athletics,Kade Morris,2,T-Mobile Park,37,7.7,Strong,4.8,6.3,9.3,6.3,2.7,5.5,9.0,,,,6.6,8.3,4.8,3.9,Pitcher vulnerability + Lineup context,False,0.6061111111111112,0.6061111111111112
76,Henry Davis,Pittsburgh Pirates,Los Angeles Angels,Ryan Johnson,9,PNC Park,74,7.6,Strong,5.4,7.3,8.5,7.3,4.3,6.5,2.0,78.8,2.7340324000000003,289.0,3.8,4.7,7.8,9.3,Pitcher vulnerability + Pitch-type matchup,False,0.6044444444444443,0.6044444444444443
77,Wyatt Langford,Texas Rangers,Tampa Bay Rays,Nick Martinez,3,Globe Life Field,94,7.6,Strong,3.7,8.5,8.8,8.5,5.2,5.5,8.0,96.62,7.456452,167.0,3.8,2.7,9.8,7.9,Pitcher vulnerability + Pitch-type matchup,False,0.6030555555555556,0.6030555555555556
78,Ryan Jeffers,Minnesota Twins,Chicago White Sox,Erick Fedde,4,Rate Field,69,7.6,Strong,7.5,8.0,5.4,8.0,4.1,5.5,7.0,,,,9.9,5.3,4.1,1.9,Recent power + Pitch-type matchup,False,0.6027777777777779,0.6027777777777779
79,Hao-Yu Lee,Detroit Tigers,Cleveland Guardians,Logan Allen,3,Progressive Field,60,7.6,Strong,4.7,4.3,9.6,4.3,3.7,6.6,8.0,73.75999999999999,7.3943149,195.0,8.3,6.8,5.0,7.1,Pitcher vulnerability + Recent power,False,0.5988888888888888,0.5988888888888888
80,Brayan Rocchio,Cleveland Guardians,Detroit Tigers,Andrew Sears,9,Progressive Field,60,7.5,Strong,10.0,4.4,5.9,4.4,3.7,6.6,2.0,77.36,6.8972181,300.0,3.8,3.5,5.6,4.0,Hitter skill + Weather,False,0.5981944444444444,0.5981944444444444
81,Spencer Torkelson,Detroit Tigers,Cleveland Guardians,Foster Griffin,5,Progressive Field,60,7.5,Strong,9.3,5.9,4.5,5.9,3.7,6.6,6.0,77.36,6.8972181,300.0,8.5,4.4,1.9,5.5,Hitter skill + Recent power,False,0.5973611111111111,0.5973611111111111
82,Max Muncy,Athletics,Seattle Mariners,Logan Gilbert,7,T-Mobile Park,37,7.5,Strong,9.0,6.2,5.7,6.2,2.7,5.5,4.0,,,,3.8,6.8,3.2,5.0,Hitter skill + Pitch-type matchup,False,0.5966666666666668,0.5966666666666668
83,Nathan Lukes,Toronto Blue Jays,Kansas City Royals,Daniel Lynch IV,8,Kauffman Stadium,168,7.4,Above average,6.8,9.3,6.2,9.3,8.6,5.5,3.0,96.98,8.2642343,177.0,3.8,5.0,2.3,3.0,Pitch-type matchup + Ballpark,False,0.5965277777777778,0.5965277777777778
84,Vladimir Guerrero Jr.,Toronto Blue Jays,Kansas City Royals,Daniel Lynch IV,3,Kauffman Stadium,168,7.4,Above average,6.7,3.7,6.2,3.7,8.6,5.5,8.0,96.98,8.2642343,177.0,7.0,7.0,7.8,8.7,Ballpark + Lineup context,False,0.5959722222222222,0.5959722222222222
85,Agustín Ramírez,Miami Marlins,Chicago Cubs,Shota Imanaga,5,loanDepot park,135,7.4,Above average,7.7,1.5,9.0,1.5,7.1,6.5,6.0,83.12,3.2311292000000003,112.0,8.5,2.7,3.1,1.3,Pitcher vulnerability + Recent power,False,0.5944444444444444,0.5944444444444444
86,Jake Bauers,Milwaukee Brewers,Cincinnati Reds,Rhett Lowder,2,Great American Ball Park,81,7.3,Above average,5.8,8.2,7.9,8.2,4.6,5.4,9.0,94.82,4.349597,291.0,3.8,2.6,2.3,3.4,Lineup context + Pitch-type matchup,False,0.5943055555555555,0.5943055555555555
87,Lazaro Montes,Seattle Mariners,Athletics,Kade Morris,8,T-Mobile Park,37,7.3,Above average,2.4,10.0,9.3,10.0,2.7,5.5,3.0,,,,9.4,8.7,5.1,9.7,Pitch-type matchup + Recent power,False,0.5931944444444446,0.5931944444444446
88,Braden Montgomery,Chicago White Sox,Minnesota Twins,Zebby Matthews,6,Rate Field,69,7.3,Above average,8.6,3.9,7.3,3.9,4.1,5.5,5.0,,,,3.8,2.8,3.8,5.7,Hitter skill + Pitcher vulnerability,False,0.5915277777777779,0.5915277777777779
89,Sal Stewart,Cincinnati Reds,Milwaukee Brewers,Shane Drohan,3,Great American Ball Park,81,7.2,Above average,7.1,8.2,4.2,8.2,4.6,5.4,8.0,94.82,4.349597,291.0,9.3,6.8,3.7,7.2,Recent power + Pitch-type matchup,False,0.5913888888888889,0.5913888888888889
90,Kevin McGonigle,Detroit Tigers,Cleveland Guardians,Foster Griffin,3,Progressive Field,60,7.2,Above average,7.9,6.8,4.5,6.8,3.7,6.6,8.0,77.36,6.8972181,300.0,3.8,7.7,5.9,6.1,Lineup context + Hitter skill,False,0.5901388888888889,0.5901388888888889
91,Seiya Suzuki,Chicago Cubs,Miami Marlins,Janson Junk,2,loanDepot park,135,7.2,Above average,7.6,8.6,3.7,8.6,7.1,6.5,9.0,83.12,3.2311292000000003,112.0,6.8,6.6,1.9,2.9,Lineup context + Pitch-type matchup,False,0.5897222222222221,0.5897222222222221
92,Josh Bell,Minnesota Twins,Chicago White Sox,Erick Fedde,5,Rate Field,69,7.1,Above average,8.8,4.8,5.4,4.8,4.1,5.5,6.0,,,,3.8,5.1,6.0,6.8,Hitter skill + Lineup context,False,0.5893055555555556,0.5893055555555556
