model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,production_score,ranking_score
11,Salvador Perez,Kansas City Royals,Toronto Blue Jays,Spencer Arrighetti,4,Kauffman Stadium,168,9.7,Elite,9.3,5.7,8.7,5.7,8.6,5.3,7.0,92.12,2.7340324000000003,159.0,7.5,9.3,8.5,6.5,Hitter skill + Pitcher vulnerability,False,0.7841666666666667,0.7841666666666667
12,Juan Brito,Cincinnati Reds,Milwaukee Brewers,Kyle Harrison,8,Great American Ball Park,81,9.6,Elite,9.3,10.0,9.9,10.0,4.6,6.6,3.0,78.25999999999999,8.2642343,50.0,9.6,1.5,1.2,3.0,Pitch-type matchup + Pitcher vulnerability,False,0.7831944444444444,0.7831944444444444
13,Fernando Tatis Jr.,San Diego Padres,New York Yankees,Gerrit Cole,1,Petco Park,105,9.6,Elite,9.1,8.3,6.3,8.3,5.7,5.5,10.0,,,,9.2,9.6,9.8,9.2,Lineup context + Recent power,False,0.7808333333333333,0.7808333333333333
14,Vinnie Pasquantino,Kansas City Royals,Toronto Blue Jays,Spencer Arrighetti,3,Kauffman Stadium,168,9.6,Elite,9.5,3.8,8.7,3.8,8.6,5.3,8.0,92.12,2.7340324000000003,159.0,6.9,8.5,9.7,9.5,Hitter skill + Pitcher vulnerability,False,0.7763888888888888,0.7763888888888888
15,Jake Burger,Texas Rangers,Tampa Bay Rays,Ian Seymour,6,Globe Life Field,94,9.5,Elite,9.8,8.2,8.1,8.2,5.2,5.3,5.0,96.08,3.9767744,72.0,3.4,9.0,6.6,6.9,Hitter skill + Pitch-type matchup,False,0.7712499999999999,0.7712499999999999
16,Leo Bernal,St. Louis Cardinals,Colorado Rockies,Tanner Gordon,5,Coors Field,207,9.5,Elite,6.4,9.3,9.0,9.3,10.0,5.9,6.0,87.26,4.349597,46.0,6.9,6.2,9.8,10.0,Ballpark + Pitch-type matchup,False,0.7659722222222224,0.7659722222222224
17,Bo Bichette,New York Mets,San Francisco Giants,Cesar Perdomo,3,Citi Field,101,9.5,Elite,9.0,5.2,9.6,5.2,5.5,6.5,8.0,73.58,3.728226,9.0,6.9,7.6,6.1,5.5,Pitcher vulnerability + Hitter skill,False,0.7620833333333332,0.7620833333333332
18,Christian Encarnacion-Strand,Baltimore Orioles,Boston Red Sox,Payton Tolle,4,Oriole Park at Camden Yards,110,9.4,Excellent,8.8,8.7,6.6,8.7,6.0,6.5,7.0,78.98,4.8466938,34.0,8.2,9.9,8.1,7.6,Hitter skill + Pitch-type matchup,False,0.7597222222222222,0.7597222222222222
19,Elly De La Cruz,Cincinnati Reds,Milwaukee Brewers,Kyle Harrison,2,Great American Ball Park,81,9.4,Excellent,8.7,4.3,9.9,4.3,4.6,6.6,9.0,78.25999999999999,8.2642343,50.0,6.9,8.8,4.1,9.3,Pitcher vulnerability + Lineup context,False,0.7590277777777776,0.7590277777777776
20,Eugenio Suárez,Cincinnati Reds,Milwaukee Brewers,Kyle Harrison,5,Great American Ball Park,81,9.4,Excellent,6.3,9.4,9.9,9.4,4.6,6.6,6.0,78.25999999999999,8.2642343,50.0,9.5,4.8,8.8,7.3,Pitcher vulnerability + Recent power,False,0.7527777777777778,0.7527777777777778
21,CJ Abrams,Washington Nationals,Los Angeles Dodgers,Justin Wrobleski,4,UNIQLO Field at Dodger Stadium,124,9.3,Excellent,9.7,7.0,9.3,7.0,6.6,5.5,7.0,,,,3.4,3.0,2.0,4.0,Hitter skill + Pitcher vulnerability,False,0.745,0.745
22,Thomas Saggese,St. Louis Cardinals,Colorado Rockies,Tanner Gordon,8,Coors Field,207,9.3,Excellent,6.9,9.0,9.0,9.0,10.0,5.9,3.0,87.26,4.349597,46.0,9.9,9.2,3.1,6.1,Ballpark + Recent power,False,0.7418055555555556,0.7418055555555556
23,Manny Machado,San Diego Padres,New York Yankees,Gerrit Cole,3,Petco Park,105,9.3,Excellent,9.9,9.3,6.3,9.3,5.7,5.5,8.0,,,,6.9,2.9,6.5,3.4,Hitter skill + Pitch-type matchup,False,0.7376388888888888,0.7376388888888888
24,JJ Bleday,Cincinnati Reds,Milwaukee Brewers,Kyle Harrison,6,Great American Ball Park,81,9.2,Excellent,8.4,5.6,9.9,5.6,4.6,6.6,5.0,78.25999999999999,8.2642343,50.0,7.5,8.8,5.4,4.3,Pitcher vulnerability + Hitter skill,False,0.7355555555555556,0.7355555555555556
25,Riley Greene,Detroit Tigers,Cleveland Guardians,Gavin Williams,4,Progressive Field,60,9.2,Excellent,8.7,6.8,7.5,6.8,3.7,6.7,7.0,74.3,10.0662102,46.0,8.9,10.0,8.8,4.4,Recent power + Hitter skill,False,0.7309722222222221,0.7309722222222221
26,Harry Ford,Washington Nationals,Los Angeles Dodgers,Justin Wrobleski,7,UNIQLO Field at Dodger Stadium,124,9.2,Excellent,9.1,5.9,9.3,5.9,6.6,5.5,4.0,,,,8.0,8.7,2.1,2.8,Pitcher vulnerability + Hitter skill,False,0.7283333333333334,0.7283333333333334
27,Ty France,San Diego Padres,New York Yankees,Gerrit Cole,4,Petco Park,105,9.1,Excellent,9.4,9.1,6.3,9.1,5.7,5.5,7.0,,,,6.9,3.6,5.9,6.8,Hitter skill + Pitch-type matchup,False,0.7266666666666666,0.7266666666666666
28,Nolan Gorman,St. Louis Cardinals,Colorado Rockies,Tanner Gordon,7,Coors Field,207,9.1,Excellent,8.5,5.8,9.0,5.8,10.0,5.9,4.0,87.26,4.349597,46.0,3.4,7.5,3.0,9.1,Ballpark + Pitcher vulnerability,False,0.7252777777777778,0.7252777777777778
29,Nick Loftin,Kansas City Royals,Toronto Blue Jays,Spencer Arrighetti,6,Kauffman Stadium,168,9.1,Excellent,9.5,5.1,8.7,5.1,8.6,5.3,5.0,92.12,2.7340324000000003,159.0,8.0,3.0,1.8,7.1,Hitter skill + Pitcher vulnerability,False,0.720138888888889,0.720138888888889
30,Justin Foscue,Texas Rangers,Tampa Bay Rays,Ian Seymour,3,Globe Life Field,94,9.0,Excellent,9.5,3.7,8.1,3.7,5.2,5.3,8.0,96.08,3.9767744,72.0,8.8,6.1,6.6,8.1,Hitter skill + Recent power,False,0.7183333333333333,0.7183333333333333
31,Dylan Crews,Washington Nationals,Los Angeles Dodgers,Justin Wrobleski,2,UNIQLO Field at Dodger Stadium,124,9.0,Excellent,7.6,6.1,9.3,6.1,6.6,5.5,9.0,,,,3.4,4.8,7.3,7.2,Pitcher vulnerability + Lineup context,False,0.7140277777777777,0.7140277777777777
32,Luis García Jr.,New York Yankees,San Diego Padres,Michael King,3,Petco Park,105,9.0,Excellent,9.2,9.6,5.1,9.6,5.7,5.5,8.0,,,,3.4,6.5,6.8,7.1,Pitch-type matchup + Hitter skill,False,0.7030555555555554,0.7030555555555554
33,Carson Benge,New York Mets,San Francisco Giants,Cesar Perdomo,4,Citi Field,101,8.9,Excellent,7.2,9.1,9.6,9.1,5.5,6.5,7.0,73.58,3.728226,9.0,3.4,2.8,3.4,2.3,Pitcher vulnerability + Pitch-type matchup,False,0.7023611111111111,0.7023611111111111
34,Iván Herrera,St. Louis Cardinals,Colorado Rockies,Tanner Gordon,2,Coors Field,207,8.9,Excellent,7.4,5.1,9.0,5.1,10.0,5.9,9.0,87.26,4.349597,46.0,8.7,3.9,4.0,5.1,Ballpark + Pitcher vulnerability,False,0.6993055555555556,0.6993055555555556
35,Yandy Díaz,Tampa Bay Rays,Texas Rangers,MacKenzie Gore,1,Globe Life Field,94,8.9,Excellent,9.6,4.8,6.0,4.8,5.2,5.3,10.0,96.08,3.9767744,72.0,6.1,7.5,8.6,8.7,Lineup context + Hitter skill,False,0.6981944444444443,0.6981944444444443
36,Francisco Lindor,New York Mets,San Francisco Giants,Cesar Perdomo,1,Citi Field,101,8.8,Excellent,4.3,7.9,9.6,7.9,5.5,6.5,10.0,73.58,3.728226,9.0,8.8,7.9,7.2,9.6,Lineup context + Pitcher vulnerability,False,0.6923611111111111,0.6923611111111111
37,Kyle Schwarber,Philadelphia Phillies,Atlanta Braves,Tyler Mahle,1,Citizens Bank Park,115,8.8,Excellent,9.6,9.6,2.7,9.6,6.2,6.6,10.0,77.18,5.530201900000001,24.0,6.9,8.4,4.4,8.0,Lineup context + Hitter skill,False,0.6859722222222221,0.6859722222222221
38,Drake Baldwin,Atlanta Braves,Philadelphia Phillies,Aaron Nola,1,Citizens Bank Park,115,8.8,Excellent,7.9,3.3,8.4,3.3,6.2,6.6,10.0,77.18,5.530201900000001,24.0,3.4,8.2,7.8,9.0,Lineup context + Pitcher vulnerability,False,0.6855555555555556,0.6855555555555556
39,Ezequiel Duran,Texas Rangers,Tampa Bay Rays,Ian Seymour,1,Globe Life Field,94,8.7,Excellent,5.8,8.0,8.1,8.0,5.2,5.3,10.0,96.08,3.9767744,72.0,9.4,6.3,7.7,7.9,Lineup context + Recent power,False,0.6848611111111111,0.6848611111111111
40,Coby Mayo,Baltimore Orioles,Boston Red Sox,Payton Tolle,3,Oriole Park at Camden Yards,110,8.7,Excellent,7.9,9.2,6.6,9.2,6.0,6.5,8.0,78.98,4.8466938,34.0,3.4,9.1,4.0,3.2,Pitch-type matchup + Lineup context,False,0.684861111111111,0.684861111111111
41,Jackson Merrill,San Diego Padres,New York Yankees,Gerrit Cole,5,Petco Park,105,8.7,Excellent,8.6,7.0,6.3,7.0,5.7,5.5,6.0,,,,3.4,9.0,8.4,7.4,Hitter skill + Pitch-type matchup,False,0.6802777777777778,0.6802777777777778
42,Matt McLain,Cincinnati Reds,Milwaukee Brewers,Kyle Harrison,7,Great American Ball Park,81,8.6,Excellent,8.0,3.5,9.9,3.5,4.6,6.6,4.0,78.25999999999999,8.2642343,50.0,9.7,6.7,4.4,3.4,Pitcher vulnerability + Recent power,False,0.6741666666666667,0.6741666666666667
43,Matt Olson,Atlanta Braves,Philadelphia Phillies,Aaron Nola,3,Citizens Bank Park,115,8.6,Excellent,6.1,7.7,8.4,7.7,6.2,6.6,8.0,77.18,5.530201900000001,24.0,3.4,7.8,6.5,7.3,Pitcher vulnerability + Lineup context,False,0.673611111111111,0.673611111111111
44,Dane Myers,Cincinnati Reds,Milwaukee Brewers,Kyle Harrison,1,Great American Ball Park,81,8.6,Excellent,7.1,2.8,9.9,2.8,4.6,6.6,10.0,78.25999999999999,8.2642343,50.0,8.4,2.6,7.3,7.5,Lineup context + Pitcher vulnerability,False,0.6725,0.6725
45,Corbin Carroll,Arizona Diamondbacks,Houston Astros,Peter Lambert,5,Daikin Park,111,8.5,Strong,10.0,6.2,5.4,6.2,6.0,5.5,6.0,,,,3.4,5.1,5.8,9.1,Hitter skill + Pitch-type matchup,False,0.6702777777777779,0.6702777777777779
46,Logan O'Hoppe,Texas Rangers,Tampa Bay Rays,Ian Seymour,7,Globe Life Field,94,8.5,Strong,7.5,6.3,8.1,6.3,5.2,5.3,4.0,96.08,3.9767744,72.0,3.4,6.1,9.3,9.7,Pitcher vulnerability + Hitter skill,False,0.6681944444444444,0.6681944444444444
47,Colt Keith,Detroit Tigers,Cleveland Guardians,Gavin Williams,3,Progressive Field,60,8.5,Strong,6.9,7.4,7.5,7.4,3.7,6.7,8.0,74.3,10.0662102,46.0,3.4,7.5,8.0,8.6,Lineup context + Pitcher vulnerability,False,0.6673611111111111,0.6673611111111111
48,Junior Caminero,Tampa Bay Rays,Texas Rangers,MacKenzie Gore,3,Globe Life Field,94,8.4,Strong,6.8,8.8,6.0,8.8,5.2,5.3,8.0,96.08,3.9767744,72.0,6.1,7.1,9.0,9.9,Pitch-type matchup + Lineup context,False,0.6654166666666665,0.6654166666666665
49,Austin Riley,Atlanta Braves,Philadelphia Phillies,Aaron Nola,8,Citizens Bank Park,115,8.4,Strong,9.7,2.4,8.4,2.4,6.2,6.6,3.0,77.18,5.530201900000001,24.0,7.8,5.5,4.0,4.5,Hitter skill + Pitcher vulnerability,False,0.6641666666666665,0.6641666666666665
50,Tristan Peters,Chicago White Sox,Minnesota Twins,Bailey Ober,7,Rate Field,69,8.4,Strong,9.7,8.9,3.9,8.9,4.1,5.5,4.0,,,,3.4,6.8,9.8,8.2,Hitter skill + Pitch-type matchup,False,0.6619444444444444,0.6619444444444444
51,Juan Soto,New York Mets,San Francisco Giants,Cesar Perdomo,2,Citi Field,101,8.3,Strong,5.5,4.5,9.6,4.5,5.5,6.5,9.0,73.58,3.728226,9.0,7.8,8.0,5.6,9.6,Pitcher vulnerability + Lineup context,False,0.6597222222222222,0.6597222222222222
52,Ozzie Albies,Atlanta Braves,Philadelphia Phillies,Aaron Nola,6,Citizens Bank Park,115,8.3,Strong,7.5,6.2,8.4,6.2,6.2,6.6,5.0,77.18,5.530201900000001,24.0,6.9,2.3,4.8,5.7,Pitcher vulnerability + Hitter skill,False,0.6565277777777778,0.6565277777777778
53,Andrés Chaparro,Washington Nationals,Los Angeles Dodgers,Justin Wrobleski,3,UNIQLO Field at Dodger Stadium,124,8.3,Strong,3.0,9.9,9.3,9.9,6.6,5.5,8.0,,,,3.4,7.0,9.1,9.5,Pitch-type matchup + Pitcher vulnerability,False,0.6447222222222222,0.6447222222222222
54,Jonathan Aranda,Tampa Bay Rays,Texas Rangers,MacKenzie Gore,2,Globe Life Field,94,8.2,Strong,8.2,4.6,6.0,4.6,5.2,5.3,9.0,96.08,3.9767744,72.0,9.0,5.3,8.1,9.0,Recent power + Lineup context,False,0.6447222222222221,0.6447222222222221
55,Spencer Jones,New York Yankees,San Diego Padres,Michael King,4,Petco Park,105,8.2,Strong,7.7,8.0,5.1,8.0,5.7,5.5,7.0,,,,9.2,7.8,3.3,8.4,Recent power + Pitch-type matchup,False,0.64125,0.64125
56,Ben Rice,New York Yankees,San Diego Padres,Michael King,1,Petco Park,105,8.2,Strong,7.8,6.6,5.1,6.6,5.7,5.5,10.0,,,,6.3,8.0,7.1,7.5,Lineup context + Hitter skill,False,0.6387499999999999,0.6387499999999999
57,Wyatt Langford,Texas Rangers,Tampa Bay Rays,Ian Seymour,5,Globe Life Field,94,8.1,Strong,6.3,7.1,8.1,7.1,5.2,5.3,6.0,96.08,3.9767744,72.0,3.4,2.5,9.7,7.7,Pitcher vulnerability + Pitch-type matchup,False,0.6309722222222222,0.6309722222222222
58,Nolan Arenado,Arizona Diamondbacks,Houston Astros,Peter Lambert,4,Daikin Park,111,8.1,Strong,8.8,8.1,5.4,8.1,6.0,5.5,7.0,,,,3.4,1.5,3.8,4.8,Hitter skill + Pitch-type matchup,False,0.62625,0.62625
59,Elias Díaz,Texas Rangers,Tampa Bay Rays,Ian Seymour,8,Globe Life Field,94,8.1,Strong,7.7,2.7,8.1,2.7,5.2,5.3,3.0,96.08,3.9767744,72.0,8.4,9.5,9.2,5.3,Recent power + Pitcher vulnerability,False,0.6255555555555554,0.6255555555555554
60,Victor Mesa Jr.,Tampa Bay Rays,Texas Rangers,MacKenzie Gore,8,Globe Life Field,94,8.0,Strong,7.6,8.2,6.0,8.2,5.2,5.3,3.0,96.08,3.9767744,72.0,3.4,8.0,9.0,4.7,Pitch-type matchup + Hitter skill,False,0.6251388888888888,0.6251388888888888
61,Jackson Chourio,Milwaukee Brewers,Cincinnati Reds,Brady Singer,3,Great American Ball Park,81,8.0,Strong,8.1,7.1,4.5,7.1,4.6,6.6,8.0,78.25999999999999,8.2642343,50.0,5.8,6.6,6.6,8.0,Hitter skill + Lineup context,False,0.6213888888888888,0.6213888888888888
62,Yordan Alvarez,Houston Astros,Arizona Diamondbacks,Eduardo Rodriguez,2,Daikin Park,111,8.0,Strong,8.0,8.9,3.6,8.9,6.0,5.5,9.0,,,,3.4,3.8,9.6,7.5,Lineup context + Pitch-type matchup,False,0.6190277777777777,0.6190277777777777
63,Gabriel Moreno,Arizona Diamondbacks,Houston Astros,Peter Lambert,3,Daikin Park,111,7.9,Strong,7.0,6.5,5.4,6.5,6.0,5.5,8.0,,,,6.9,8.4,7.0,8.9,Lineup context + Hitter skill,False,0.6188888888888888,0.6188888888888888
64,Michael Conforto,Chicago Cubs,Miami Marlins,Tyler Phillips,5,loanDepot park,135,7.9,Strong,7.0,2.9,7.2,2.9,7.1,6.6,6.0,84.56,5.0331051,225.0,9.9,9.4,6.7,6.6,Recent power + Pitcher vulnerability,False,0.6158333333333333,0.6158333333333333
65,Luke Maile,Kansas City Royals,Toronto Blue Jays,Spencer Arrighetti,8,Kauffman Stadium,168,7.9,Strong,7.1,6.9,8.7,6.9,8.6,5.3,3.0,92.12,2.7340324000000003,159.0,3.4,3.1,1.1,1.4,Pitcher vulnerability + Ballpark,False,0.6136111111111111,0.6136111111111111
66,James Wood,Washington Nationals,Los Angeles Dodgers,Justin Wrobleski,1,UNIQLO Field at Dodger Stadium,124,7.8,Strong,2.2,9.6,9.3,9.6,6.6,5.5,10.0,,,,3.4,6.7,6.4,9.9,Lineup context + Pitch-type matchup,False,0.6133333333333334,0.6133333333333334
67,Patrick Bailey,Cleveland Guardians,Detroit Tigers,Jackson Jobe,7,Progressive Field,60,7.8,Strong,5.4,7.8,7.8,7.8,3.7,6.7,4.0,74.3,10.0662102,46.0,8.5,5.8,5.7,8.0,Recent power + Pitcher vulnerability,False,0.6122222222222222,0.6122222222222222
68,Cal Raleigh,Seattle Mariners,Athletics,Gage Jump,4,T-Mobile Park,37,7.8,Strong,7.3,7.8,4.2,7.8,2.7,5.5,7.0,,,,8.9,9.5,7.5,9.7,Recent power + Pitch-type matchup,False,0.6116666666666667,0.6116666666666667
69,James McCann,Arizona Diamondbacks,Houston Astros,Peter Lambert,7,Daikin Park,111,7.7,Strong,6.8,9.5,5.4,9.5,6.0,5.5,4.0,,,,8.0,7.3,5.0,4.0,Pitch-type matchup + Recent power,False,0.6112500000000001,0.6112500000000001
70,Jake Bauers,Milwaukee Brewers,Cincinnati Reds,Brady Singer,4,Great American Ball Park,81,7.7,Strong,8.9,9.2,4.5,9.2,4.6,6.6,7.0,78.25999999999999,8.2642343,50.0,3.4,2.4,1.7,3.6,Pitch-type matchup + Hitter skill,False,0.6112499999999998,0.6112499999999998
71,Nathan Lukes,Toronto Blue Jays,Kansas City Royals,Randy Dobnak,2,Kauffman Stadium,168,7.7,Strong,8.8,9.0,3.0,9.0,8.6,5.3,9.0,92.12,2.7340324000000003,159.0,3.4,4.9,3.0,4.4,Pitch-type matchup + Lineup context,False,0.6081944444444444,0.6081944444444444
72,Héctor Rodríguez,Cincinnati Reds,Milwaukee Brewers,Kyle Harrison,9,Great American Ball Park,81,7.6,Strong,2.1,10.0,9.9,10.0,4.6,6.6,2.0,78.25999999999999,8.2642343,50.0,6.3,7.3,9.5,8.9,Pitch-type matchup + Pitcher vulnerability,False,0.6072222222222222,0.6072222222222222
73,Christian Yelich,Milwaukee Brewers,Cincinnati Reds,Brady Singer,2,Great American Ball Park,81,7.6,Strong,9.1,2.2,4.5,2.2,4.6,6.6,9.0,78.25999999999999,8.2642343,50.0,8.0,8.9,8.0,7.7,Hitter skill + Lineup context,False,0.6019444444444444,0.6019444444444444
74,Seiya Suzuki,Chicago Cubs,Miami Marlins,Tyler Phillips,2,loanDepot park,135,7.6,Strong,7.0,5.9,7.2,5.9,7.1,6.6,9.0,84.56,5.0331051,225.0,3.4,5.5,1.5,2.3,Lineup context + Pitcher vulnerability,False,0.5995833333333332,0.5995833333333332
75,Miguel Vargas,Chicago White Sox,Minnesota Twins,Bailey Ober,2,Rate Field,69,7.5,Strong,8.3,8.1,3.9,8.1,4.1,5.5,9.0,,,,6.9,5.6,2.3,5.6,Lineup context + Hitter skill,False,0.5972222222222222,0.5972222222222222
76,Jung Hoo Lee,San Francisco Giants,New York Mets,Christian Scott,5,Citi Field,101,7.5,Strong,8.2,4.9,5.7,4.9,5.5,6.5,6.0,73.58,3.728226,9.0,3.4,5.6,6.9,6.2,Hitter skill + Weather,False,0.5943055555555555,0.5943055555555555
77,Mark Vientos,New York Mets,San Francisco Giants,Cesar Perdomo,5,Citi Field,101,7.5,Strong,1.1,9.9,9.6,9.9,5.5,6.5,6.0,73.58,3.728226,9.0,9.9,7.2,7.3,8.4,Pitch-type matchup + Recent power,False,0.5938888888888889,0.5938888888888889
78,Jazz Chisholm Jr.,New York Yankees,San Diego Padres,Michael King,5,Petco Park,105,7.4,Above average,6.2,8.3,5.1,8.3,5.7,5.5,6.0,,,,6.9,6.9,7.4,7.2,Pitch-type matchup + Recent power,False,0.5894444444444444,0.5894444444444444
79,Jake McCarthy,Colorado Rockies,St. Louis Cardinals,Kyle Leahy,1,Coors Field,207,7.4,Above average,9.4,6.2,2.1,6.2,10.0,5.9,10.0,87.26,4.349597,46.0,3.4,7.3,5.8,3.0,Ballpark + Lineup context,False,0.5890277777777778,0.5890277777777778
80,Jeff McNeil,Athletics,Seattle Mariners,Bryan Woo,2,T-Mobile Park,37,7.4,Above average,5.7,5.4,6.9,5.4,2.7,5.5,9.0,,,,8.8,8.7,7.6,6.3,Lineup context + Recent power,False,0.5869444444444445,0.5869444444444445
81,Luis Campusano,San Diego Padres,New York Yankees,Gerrit Cole,6,Petco Park,105,7.3,Above average,8.5,3.1,6.3,3.1,5.7,5.5,5.0,,,,8.2,8.6,2.8,3.9,Hitter skill + Recent power,False,0.5868055555555556,0.5868055555555556
82,Carson Kelly,Chicago Cubs,Miami Marlins,Tyler Phillips,8,loanDepot park,135,7.3,Above average,6.4,5.7,7.2,5.7,7.1,6.6,3.0,84.56,5.0331051,225.0,9.2,5.2,6.0,2.6,Recent power + Pitcher vulnerability,False,0.5858333333333332,0.5858333333333332
83,Mauricio Dubón,Atlanta Braves,Philadelphia Phillies,Aaron Nola,5,Citizens Bank Park,115,7.3,Above average,7.2,3.1,8.4,3.1,6.2,6.6,6.0,77.18,5.530201900000001,24.0,7.5,4.3,2.4,1.7,Pitcher vulnerability + Recent power,False,0.5845833333333333,0.5845833333333333
84,Bo Naylor,Milwaukee Brewers,Cincinnati Reds,Brady Singer,8,Great American Ball Park,81,7.2,Above average,9.2,5.5,4.5,5.5,4.6,6.6,3.0,78.25999999999999,8.2642343,50.0,5.5,5.5,5.5,5.5,Hitter skill + Weather,False,0.5827777777777776,0.5827777777777776
85,John Rave,Kansas City Royals,Toronto Blue Jays,Spencer Arrighetti,1,Kauffman Stadium,168,7.2,Above average,4.1,6.1,8.7,6.1,8.6,5.3,10.0,92.12,2.7340324000000003,159.0,7.8,3.5,2.9,5.2,Lineup context + Pitcher vulnerability,False,0.5824999999999999,0.5824999999999999
86,Isaac Paredes,Houston Astros,Arizona Diamondbacks,Eduardo Rodriguez,3,Daikin Park,111,7.2,Above average,8.3,6.8,3.6,6.8,6.0,5.5,8.0,,,,6.9,2.6,5.4,6.9,Hitter skill + Lineup context,False,0.5780555555555555,0.5780555555555555
87,Steven Kwan,Cleveland Guardians,Detroit Tigers,Jackson Jobe,1,Progressive Field,60,7.1,Above average,8.4,2.6,7.8,2.6,3.7,6.7,10.0,74.3,10.0662102,46.0,3.4,2.0,1.1,1.7,Lineup context + Hitter skill,False,0.576388888888889,0.576388888888889
88,Michael Harris II,Atlanta Braves,Philadelphia Phillies,Aaron Nola,4,Citizens Bank Park,115,7.1,Above average,5.4,2.4,8.4,2.4,6.2,6.6,7.0,77.18,5.530201900000001,24.0,9.7,7.2,9.3,3.1,Recent power + Pitcher vulnerability,False,0.5743055555555555,0.5743055555555555
89,Rafael Devers,San Francisco Giants,New York Mets,Christian Scott,2,Citi Field,101,7.1,Above average,2.6,9.7,5.7,9.7,5.5,6.5,9.0,73.58,3.728226,9.0,10.0,9.8,8.6,10.0,Recent power + Pitch-type matchup,False,0.5722222222222222,0.5722222222222222
90,Michael Busch,Chicago Cubs,Miami Marlins,Tyler Phillips,3,loanDepot park,135,7.0,Above average,5.4,5.5,7.2,5.5,7.1,6.6,8.0,84.56,5.0331051,225.0,7.5,4.3,3.6,5.7,Lineup context + Recent power,False,0.5690277777777777,0.5690277777777777
